sender_account,amount,sender_country,description,id,timestamp,currency,receiver_account,receiver_country
SE8902VCGO21843909614852,43533.38,Sweden,Reimbursement for travel,202,2025-01-19 21:29:00,SEK,SE8902VJHZ33855900402507,Sweden
SE8902RHZS07263432451114,9365.99,Sweden,Insurance payout,203,2025-03-10 15:31:00,SEK,SE8902GVKT62124718311587,Sweden
SE8902MDNR23654048962365,5250.22,Sweden,Reimbursement for travel,204,2025-04-11 21:55:00,SEK,SE8902DGXX88147139459340,Sweden
SE8902MDRR93436036363613,49598.43,Sweden,Reimbursement for travel,205,2025-04-14 00:48:00,SEK,SE8902TURO07496760761316,Sweden
SE8902RATJ14504736298199,15312.91,Sweden,Reimbursement for travel,206,2025-01-12 01:40:00,SEK,SE8902BUFN52320844378385,Sweden
SE8902IJBW38904188628765,49367.26,Sweden,Reimbursement for travel,207,2025-02-15 23:36:00,SEK,SE8902NCHQ05383241398951,Sweden
SE8902MEJF62740560811988,45619.95,Sweden,Salary payment,208,2025-01-20 10:26:00,SEK,SE8902UPQN50233742051449,Sweden
SE8902XMSF03346539893576,21489.08,Sweden,Online purchase,209,2025-01-04 13:02:00,SEK,SE8902GXGJ09737434359792,Sweden
SE8902HNSY33169866302829,22701.24,Sweden,Insurance payout,210,2025-04-10 06:36:00,SEK,SE8902QSEX48124440213093,Sweden
SE8902HWWI70855528580462,13047.06,Sweden,Insurance payout,211,2025-02-18 03:32:00,SEK,SE8902HTRS03259438277897,Sweden
SE8902ASTS23624054451805,30252.32,Sweden,Tax refund,212,2025-03-10 10:29:00,SEK,SE8902YBWC04395871663306,Sweden
SE8902FKHS98022985303829,27136.36,Sweden,Salary payment,213,2025-03-25 22:01:00,SEK,SE8902MKGL15508437601995,Sweden
SE8902YZWC23724318974586,42311.34,Sweden,Reimbursement for travel,214,2025-01-23 17:32:00,SEK,SE8902EJUK14153809334395,Sweden
SE8902RLXE45562764852432,48443.39,Sweden,Tax refund,215,2025-01-22 03:48:00,SEK,SE8902LFPB25372838213647,Sweden
SE8902NNNR28386574821422,20060.49,Sweden,Insurance payout,216,2025-03-20 16:55:00,SEK,SE8902OZOM23207181936410,Sweden
SE8902VCAD18253035606269,32733.79,Sweden,Consulting fee,217,2025-01-20 02:53:00,SEK,SE8902EGUE04752445182497,Sweden
SE8902KSPR66432840199154,8788.08,Sweden,Subscription fee,218,2025-05-01 18:59:00,SEK,SE8902LVNK47443019784697,Sweden
SE8902WRAH16184147348462,21760.14,Sweden,Tax refund,219,2025-01-29 15:38:00,SEK,SE8902FUXQ13611890616632,Sweden
SE8902AAOA59642017060227,19827.98,Sweden,Consulting fee,220,2025-01-25 10:45:00,SEK,SE8902SPMV06240825225975,Sweden
SE8902VULP28317370301184,3821.66,Sweden,Loan repayment,221,2025-03-09 02:20:00,SEK,SE8902RPRH48981618994827,Sweden
SE8902ZECH07329184737257,14150.04,Sweden,Unknown,222,2025-04-22 13:12:00,SEK,SE8902TTDD62882365317340,Sweden
SE8902CDUU61660929189479,43022.18,Sweden,Salary payment,223,2025-01-26 23:32:00,SEK,SE8902TSLW64629501935121,Sweden
SE8902FMGF16921362391617,1439.46,Sweden,Reimbursement for travel,224,2025-03-26 14:18:00,SEK,SE8902RUPP97970833512919,Sweden
SE8902YBWC04395871663306,41175.37,Sweden,Online purchase,225,2025-03-30 19:42:00,SEK,SE8902VLZY43895735167710,Sweden
SE8902AEAH33465529509698,21527.35,Sweden,Freelance project payment,226,2025-05-06 18:59:00,SEK,SE8902YULJ56180665771621,Sweden
SE8902FKHJ95461624405436,38821.96,Sweden,Utility bill,227,2025-04-14 21:16:00,SEK,SE8902RQNM94686024135916,Sweden
SE8902LFPB25372838213647,17318.65,Sweden,Gift to family member,228,2025-04-08 20:18:00,SEK,SE8902XVPE12442001326703,Sweden
SE8902JDXF35466571430209,32784.03,Sweden,Loan repayment,229,2025-05-03 02:11:00,SEK,SE8902PLOQ67311426466791,Sweden
SE8902WMGQ92121042977797,10825.75,Sweden,Rent transfer,230,2025-01-07 02:54:00,SEK,SE8902NCHQ05383241398951,Sweden
SE8902ZFCJ85266822978818,48381.08,Sweden,Rent transfer,231,2022-10-06 02:47:00,SEK,SE8902PFYI37989903515742,Sweden
SE8902XNSP62301861969649,11320.65,Sweden,Consulting fee,232,2025-01-13 22:12:00,SEK,SE8902YWPH88733310983578,Sweden
SE8902ZDQZ85735825212197,1748.59,Sweden,Rent transfer,233,2025-02-27 12:09:00,SEK,SE8902ORAT65143572227414,Sweden
SE8902EJUK14153809334395,13607.01,Sweden,Salary payment,234,2025-03-26 18:37:00,SEK,SE8902BCJH45677202414984,Sweden
SE8902LUYC21483942556730,46449.87,Sweden,Subscription fee,235,2025-05-09 15:57:00,SEK,SE8902KFFK50136015318581,Sweden
SE8902BUUB70684057188314,18377.75,Sweden,Rent transfer,236,2025-01-03 16:58:00,SEK,SE8902VPUM81969837191902,Sweden
SE8902ZVUC22763571961124,17522.79,Sweden,Reimbursement for travel,237,2025-03-10 00:43:00,SEK,SE8902SIKL89762687070372,Sweden
SE8902DWZI85436013187521,12702.38,Sweden,Rent transfer,238,2025-02-27 10:47:00,SEK,SE8902MQMR87651444736111,Sweden
SE8902ARJI52424267786590,25057.51,Sweden,Freelance project payment,239,2025-01-13 09:12:00,SEK,SE8902BCGB09402639721004,Sweden
SE8902OLYJ75119346245205,5971.24,Sweden,Consulting fee,240,2025-05-07 06:27:00,SEK,SE8902JNFW68474844339506,Sweden
SE8902KJYB05100798381483,43493.69,Sweden,Reimbursement for travel,241,2025-05-16 07:47:00,SEK,SE8902YWPH88733310983578,Sweden
SE8902GJPJ21866669764448,41442.00,Sweden,Loan repayment,242,2025-01-21 16:34:00,SEK,SE8902TKZA24932488770695,Sweden
SE8902MURT68729362533248,32660.19,Sweden,Insurance payout,243,2025-02-18 10:51:00,SEK,SE8902GRHA70024737117241,Sweden
SE8902XNVC89027044051893,36644.40,Sweden,Salary payment,244,2025-04-19 04:53:00,SEK,SE8902EVCJ18582465780769,Sweden
SE8902FNVL25969348892346,14039.66,Sweden,Mobile recharge,245,2025-02-04 02:46:00,SEK,SE8902NILS51480673047457,Sweden
SE8902PLOQ67311426466791,12351.34,Sweden,Gift to family member,246,2025-02-19 15:55:00,SEK,SE8902ADKD16230449646773,Sweden
SE8902KIDF78947091109600,30937.89,Sweden,Tax refund,247,2025-05-01 10:12:00,SEK,SE8902IJBW38904188628765,Sweden
SE8902TKRB93799625518098,21773.22,Sweden,Online purchase,248,2025-04-19 13:55:00,SEK,SE8902CKLN78195298715336,Sweden
SE8902EJVD58777899114942,25316.30,Sweden,Reimbursement for travel,249,2025-01-03 10:54:00,SEK,SE8902XBWW91028579125870,Sweden
SE8902KFZW27637456654899,27773.96,Sweden,Utility bill,250,2025-01-31 13:31:00,SEK,SE8902BBBD92900838719471,Sweden
SE8902XBWW91028579125870,44415.34,Sweden,Mobile recharge,251,2025-03-07 16:36:00,SEK,SE8902TMVQ62559128130402,Sweden
SE8902MINV17334030266764,3017.14,Sweden,Utility bill,252,2025-02-19 07:36:00,SEK,SE8902RCMN64982980569854,Sweden
SE8902NPHM95440604719066,27149.96,Sweden,Tax refund,253,2025-04-28 23:09:00,SEK,SE8902OILP02531246077432,Sweden
SE8902XIPF48454762305912,35901.56,Sweden,Unknown,254,2025-01-14 21:17:00,SEK,SE8902WGFJ72090874836772,Sweden
SE8902FPRI18674591891178,28997.36,Sweden,Subscription fee,255,2025-03-13 04:18:00,SEK,SE8902GUBN02340962282734,Sweden
SE8902GSZH91391621188990,48489.96,Sweden,Unknown,256,2025-03-06 15:42:00,SEK,SE8902XFDS45905033879975,Sweden
SE8902BWKM27720380863718,7728.84,Sweden,Subscription fee,257,2025-01-29 06:37:00,SEK,SE8902YFUG89397049014204,Sweden
SE8902CRCW34066239004922,32044.58,Sweden,Gift to family member,258,2025-03-12 12:22:00,SEK,SE8902RBPQ42858370864616,Sweden
SE8902VJHZ33855900402507,32022.79,Sweden,Utility bill,259,2025-02-28 01:03:00,SEK,SE8902WINU18325188489431,Sweden
SE8902AAOA59642017060227,45504.39,Sweden,Consulting fee,260,2025-04-12 16:33:00,SEK,SE8902YBIX02378701637177,Sweden
SE8902EWZR85142291879165,28692.96,Sweden,Loan repayment,261,2025-02-25 20:59:00,SEK,SE8902IFAT25470340151750,Sweden
SE8902WPAU97779463181066,37348.76,Sweden,Online purchase,262,2025-02-23 19:18:00,SEK,SE8902FEUM16554377486070,Sweden
SE8902GHSB29020078073922,44804.32,Sweden,Tax refund,263,2025-04-27 17:50:00,SEK,SE8902YPLL97549313922893,Sweden
SE8902EOQK87745075861922,25020.38,Sweden,Utility bill,264,2025-05-01 15:22:00,SEK,SE8902PXRQ98520175302074,Sweden
SE8902KKUH06675943754803,34795.30,Sweden,Freelance project payment,265,2025-03-31 15:11:00,SEK,SE8902FCSV26977507325534,Sweden
SE8902WZTY78877140572268,32470.99,Sweden,Unknown,266,2025-02-05 18:44:00,SEK,SE8902SSZA54290319483676,Sweden
SE8902YCMC97452355623638,32585.15,Sweden,Tax refund,267,2025-04-12 14:42:00,SEK,SE8902DWZI85436013187521,Sweden
SE8902RASX95864855242605,20799.65,Sweden,Subscription fee,268,2025-04-03 23:10:00,SEK,SE8902EQDP30307774877765,Sweden
SE8902TBOJ86049292227405,11609.55,Sweden,Freelance project payment,269,2025-03-04 19:15:00,SEK,SE8902XAJW53043482546967,Sweden
SE8902UZYG74951512780315,37587.67,Sweden,Loan repayment,270,2025-04-27 05:03:00,SEK,SE8902DFDE10377026495528,Sweden
SE8902YLGE04073464233597,1333.31,Sweden,Consulting fee,271,2025-02-16 15:04:00,SEK,SE8902UGGW38274485777478,Sweden
SE8902BCJH45677202414984,28171.05,Sweden,Tax refund,272,2025-01-05 21:08:00,SEK,SE8902DQWP79606697709694,Sweden
SE8902QBFU77974903239810,3990.43,Sweden,Consulting fee,273,2025-01-27 23:07:00,SEK,SE8902JFUD24261264737631,Sweden
SE8902ZFCJ85266822978818,35368.34,Sweden,Subscription fee,274,2025-04-14 03:53:00,SEK,SE8902UTKP18439002370878,Sweden
SE8902PVNM34258841032637,22539.03,Sweden,Mobile recharge,275,2025-04-10 20:32:00,SEK,SE8902UFZY41218181108055,Sweden
SE8902HEMI79004079416247,18410.11,Sweden,Utility bill,276,2025-03-04 16:09:00,SEK,SE8902ZVTV98812993474647,Sweden
SE8902DZEM65843874009450,40112.41,Sweden,Consulting fee,277,2025-01-12 18:14:00,SEK,SE8902NBJB19095650975525,Sweden
SE8902QJYU26909657286044,44184.70,Sweden,Utility bill,278,2025-03-05 15:25:00,SEK,SE8902GOTA27808705650145,Sweden
SE8902PLXR29095818137187,44916.28,Sweden,Consulting fee,279,2025-03-08 09:58:00,SEK,SE8902YHDH55973704252760,Sweden
SE8902KPIO16227949467449,27915.37,Sweden,Subscription fee,280,2025-04-05 19:02:00,SEK,SE8902ZKCR38556369708361,Sweden
SE8902MISM30510735597086,19310.32,Sweden,Freelance project payment,281,2025-04-12 13:26:00,SEK,SE8902SNNM24012074185591,Sweden
SE8902ASFC38684084271407,10821.02,Sweden,Mobile recharge,282,2025-02-22 09:09:00,SEK,SE8902LFOG32831877730656,Sweden
SE8902VRCK66669606024532,131.20,Sweden,Loan repayment,283,2022-12-18 04:15:00,SEK,SE8902RBXU00091422402190,Sweden
SE8902NFEX92122769382579,33642.83,Sweden,Insurance payout,284,2025-04-12 13:03:00,SEK,SE8902IQAS41209315371860,Sweden
SE8902AZMF62874749728667,48579.96,Sweden,Utility bill,285,2025-05-11 00:09:00,SEK,SE8902XJXJ66998115817653,Sweden
SE8902PLTU47854504283727,12887.84,Sweden,Rent transfer,286,2025-01-28 16:50:00,SEK,SE8902JYVV72673862515999,Sweden
SE8902VPUI15502095985231,42481.48,Sweden,Insurance payout,287,2025-05-17 00:01:00,SEK,SE8902YRPI91283893221753,Sweden
SE8902UPMV66415672183575,32308.94,Sweden,Unknown,288,2025-01-01 01:31:00,SEK,SE8902SPLA84551710891296,Sweden
SE8902SCUS02208585217420,20142.58,Sweden,Subscription fee,289,2025-01-06 13:59:00,SEK,SE8902REOE84824920257605,Sweden
SE8902ZQTF23438409122635,26342.13,Sweden,Utility bill,290,2025-01-23 19:43:00,SEK,SE8902YVWX44120455116841,Sweden
SE8902KLES25420753966546,20419.89,Sweden,Utility bill,291,2025-01-12 00:43:00,SEK,SE8902VATX29635590400151,Sweden
SE8902RFAD93127690350624,41544.03,Sweden,Utility bill,292,2025-03-11 14:06:00,SEK,SE8902MJJU05220306140238,Sweden
SE8902HRWG83554443123395,11778.13,Sweden,Subscription fee,293,2025-01-07 18:07:00,SEK,SE8902OQZB62959452894569,Sweden
SE8902IJUF89235594362096,40445.25,Sweden,Consulting fee,294,2025-04-11 06:21:00,SEK,SE8902IFOG47846578093385,Sweden
SE8902AAEJ67825986403885,20491.76,Sweden,Freelance project payment,295,2025-01-03 08:47:00,SEK,SE8902TGDM09742731733206,Sweden
SE8902XYRM52103884724966,13600.45,Sweden,Consulting fee,296,2025-02-23 21:03:00,SEK,SE8902XPHP30865499209335,Sweden
SE8902XVJQ62588665096343,25965.49,Sweden,Loan repayment,297,2025-03-25 10:47:00,SEK,SE8902ZJBK03539793529686,Sweden
SE8902WNIP57815146708414,20478.33,Sweden,Unknown,298,2025-05-01 05:51:00,SEK,SE8902DQWP79606697709694,Sweden
SE8902BABM26306156053804,32319.95,Sweden,Mobile recharge,299,2025-01-05 13:00:00,SEK,SE8902NQVT00867426002134,Sweden
SE8902OATV02658940061811,30488.29,Sweden,Payment for invoice #2371,300,2025-01-23 08:26:00,SEK,SE8902MZQD36471607948390,Sweden
SE8902IPMR06918676283049,42517.99,Sweden,Mobile recharge,301,2025-04-20 10:46:00,SEK,SE8902LUGA16653984392162,Sweden
SE8902FLMA18768060331290,2857.75,Sweden,Loan repayment,302,2025-01-07 14:02:00,SEK,SE8902UTKC76119475507073,Sweden
SE8902IDSK51225196610969,578.34,Sweden,Consulting fee,303,2025-04-01 22:51:00,SEK,SE8902DTWL15581241936252,Sweden
SE8902CUOA55859966187343,35284.53,Sweden,Utility bill,304,2025-02-24 08:40:00,SEK,SE8902IGPY15346785802644,Sweden
SE8902NHEC01255630352421,758.43,Sweden,Utility bill,305,2025-02-11 00:50:00,SEK,SE8902LCFU45262185232485,Sweden
SE8902NOWZ09781738609160,40249.41,Sweden,Utility bill,306,2025-02-02 13:16:00,SEK,SE8902KLRO16474013075873,Sweden
SE8902SXSV66139578019742,21272.18,Sweden,Consulting fee,307,2025-01-15 21:00:00,SEK,SE8902NWBH42139231276122,Sweden
SE8902ZMRY06748088512775,41965.47,Sweden,Mobile recharge,308,2025-01-26 06:24:00,SEK,SE8902CFVV30512683866714,Sweden
SE8902VJEF22408425695352,46273.73,Sweden,Salary payment,309,2025-02-06 08:34:00,SEK,SE8902YULJ56180665771621,Sweden
SE8902CWGG49250440286257,49791.82,Sweden,Insurance payout,310,2025-05-05 17:18:00,SEK,SE8902ONZU44479921442383,Sweden
SE8902AAOA59642017060227,10927.13,Sweden,Loan repayment,311,2025-04-28 16:12:00,SEK,SE8902GXQE70403294190338,Sweden
SE8902MKGL15508437601995,26782.38,Sweden,Utility bill,312,2025-03-05 20:55:00,SEK,SE8902SRDG63581614639448,Sweden
SE8902REOE84824920257605,24895.47,Sweden,Insurance payout,313,2025-02-04 15:55:00,SEK,SE8902IQDI59898249098467,Sweden
SE8902DSLW17149818922650,22761.31,Sweden,Consulting fee,314,2025-04-13 14:43:00,SEK,SE8902FOXC84791598609467,Sweden
SE8902YSLL26649994554341,18487.09,Sweden,Mobile recharge,315,2025-04-07 20:16:00,SEK,SE8902SNGW19711846882889,Sweden
SE8902EOQK87745075861922,48359.17,Sweden,Reimbursement for travel,316,2025-03-11 12:02:00,SEK,SE8902HEMI79004079416247,Sweden
SE8902STXO91790409285299,40500.46,Sweden,Insurance payout,317,2025-02-28 07:45:00,SEK,SE8902EGRU04525904634974,Sweden
SE8902MZQD36471607948390,24514.43,Sweden,Payment for invoice #9702,318,2025-02-19 16:40:00,SEK,SE8902GQAF56677712799125,Sweden
SE8902ZIPR73751541971020,31660.06,Sweden,Tax refund,319,2025-04-28 18:16:00,SEK,SE8902WGFJ72090874836772,Sweden
SE8902FOXC84791598609467,41571.47,Sweden,Unknown,320,2025-03-06 20:24:00,SEK,SE8902ZKJC38755928645078,Sweden
SE8902IIVG09252145366202,35637.67,Sweden,Consulting fee,321,2025-03-01 04:37:00,SEK,SE8902RATJ14504736298199,Sweden
SE8902PEZC68306534625963,42545.61,Sweden,Salary payment,322,2025-04-17 08:13:00,SEK,SE8902SOSH76024453681329,Sweden
SE8902OFTJ79383582820961,19347.45,Sweden,Unknown,323,2025-02-22 04:09:00,SEK,SE8902IOUR73096302679146,Sweden
SE8902PJBO20718804604298,47591.78,Sweden,Rent transfer,324,2025-03-30 09:44:00,SEK,SE8902WJJF53894909945600,Sweden
SE8902PEZC68306534625963,29452.26,Sweden,Payment for invoice #1453,325,2025-01-24 07:46:00,SEK,SE8902DGXP57963435565595,Sweden
SE8902JXJJ56306612147768,12923.48,Sweden,Salary payment,326,2025-03-27 08:13:00,SEK,SE8902GKEP38370221536247,Sweden
SE8902KWRS27148391651848,15614.07,Sweden,Freelance project payment,327,2025-04-20 23:07:00,SEK,SE8902KWRS27148391651848,Sweden
SE8902SAUK38756106548184,42865.17,Sweden,Unknown,328,2025-04-02 06:34:00,SEK,SE8902TKNC87869236455689,Sweden
SE8902IJUF89235594362096,7200.76,Sweden,Salary payment,329,2025-04-05 07:22:00,SEK,SE8902FTIV24633690574571,Sweden
SE8902ZQTF23438409122635,39286.96,Sweden,Rent transfer,330,2025-01-13 18:31:00,SEK,SE8902OZBM53448690509013,Sweden
SE8902PSRJ65756431691707,48408.29,Sweden,Subscription fee,331,2025-01-20 03:39:00,SEK,SE8902EJAI99151957237924,Sweden
SE8902NDNE36671961231780,37663.38,Sweden,Utility bill,332,2025-01-21 14:54:00,SEK,SE8902BBBD92900838719471,Sweden
SE8902XEKA11659742485329,41068.06,Sweden,Unknown,333,2025-03-20 19:52:00,SEK,SE8902EJLS77341060789288,Sweden
SE8902GZKG54552009162805,12995.70,Sweden,Subscription fee,334,2025-02-27 14:49:00,SEK,SE8902ECCJ86383227351359,Sweden
SE8902PUFG51102457949170,46948.49,Sweden,Online purchase,335,2025-02-13 05:09:00,SEK,SE8902PZDL59107473276443,Sweden
SE8902XXCG81260198384509,11607.66,Sweden,Mobile recharge,336,2025-04-29 03:38:00,SEK,SE8902OGIL87909531470185,Sweden
SE8902XYVB77684435420465,4382.95,Sweden,Loan repayment,337,2025-04-26 18:46:00,SEK,SE8902BADP38378986803145,Sweden
SE8902UGGW38274485777478,17136.90,Sweden,Online purchase,338,2025-01-13 23:51:00,SEK,SE8902VDAM04395711962652,Sweden
SE8902TSIH97788635751412,34230.05,Sweden,Tax refund,339,2025-03-31 01:02:00,SEK,SE8902AAOA59642017060227,Sweden
SE8902HLML76292022524770,8234.54,Sweden,Rent transfer,340,2025-02-15 20:04:00,SEK,SE8902YMWM67923221263529,Sweden
SE8902TCZM12187781824588,29637.70,Sweden,Utility bill,341,2025-05-18 22:51:00,SEK,SE8902NIFB25528008124700,Sweden
SE8902ZFCJ85266822978818,47255.89,Sweden,Online purchase,342,2025-05-15 22:48:00,SEK,SE8902BOXY64871872720401,Sweden
SE8902ZQQX91042131747326,32898.43,Sweden,Subscription fee,343,2025-03-25 19:46:00,SEK,SE8902UXKG57479907330381,Sweden
SE8902UFZY41218181108055,15787.52,Sweden,Salary payment,344,2025-02-21 16:23:00,SEK,SE8902ZVTV98812993474647,Sweden
SE8902YOEW30639718787528,6937.67,Sweden,Utility bill,345,2025-03-17 00:23:00,SEK,SE8902PZCI77761871178523,Sweden
SE8902NSZV23305609626569,35665.06,Sweden,Loan repayment,346,2025-03-12 03:20:00,SEK,SE8902DGXX88147139459340,Sweden
SE8902TSIH97788635751412,6581.75,Sweden,Unknown,347,2025-01-26 22:13:00,SEK,SE8902IFOG47846578093385,Sweden
SE8902AZXE66883467511248,34128.65,Sweden,Consulting fee,348,2025-04-16 13:27:00,SEK,SE8902BLNY30650799297988,Sweden
SE8902WWYX14350160073945,14834.93,Sweden,Loan repayment,349,2025-05-05 22:16:00,SEK,SE8902XTMW65537920620819,Sweden
SE8902QBVC38031274896724,20528.42,Sweden,Utility bill,350,2025-05-03 07:06:00,SEK,SE8902VZIJ18435178550619,Sweden
SE8902RNTE90201112878494,14174.59,Sweden,Insurance payout,351,2025-04-15 17:29:00,SEK,SE8902RZVW68005461246316,Sweden
SE8902AHVW14609154839055,35873.53,Sweden,Subscription fee,352,2025-05-16 02:04:00,SEK,SE8902TVVW07944483518187,Sweden
SE8902YZWC23724318974586,11533.41,Sweden,Insurance payout,353,2025-05-04 14:36:00,SEK,SE8902FLMA18768060331290,Sweden
SE8902YHDH55973704252760,31715.87,Sweden,Rent transfer,354,2025-01-04 07:09:00,SEK,SE8902FKMU98532754573323,Sweden
SE8902RCJB06422384154874,21782.21,Sweden,Freelance project payment,355,2025-02-25 21:56:00,SEK,SE8902FKXG94756014478535,Sweden
SE8902UZPG07009538779616,1608.46,Sweden,Insurance payout,356,2025-05-04 23:46:00,SEK,SE8902JWGD74194436561021,Sweden
SE8902EVCJ18582465780769,2570.60,Sweden,Subscription fee,357,2025-01-27 21:04:00,SEK,SE8902DIGS61927513105237,Sweden
SE8902PYVE63223607468293,22730.14,Sweden,Rent transfer,358,2025-02-07 22:38:00,SEK,SE8902KFFN35109779680770,Sweden
SE8902IOJE14304978072957,33131.00,Sweden,Online purchase,359,2025-01-31 14:40:00,SEK,SE8902WSFB21589079568833,Sweden
SE8902YHDH95624192716829,48496.76,Sweden,Payment for invoice #5192,360,2025-04-11 08:56:00,SEK,SE8902XJXJ66998115817653,Sweden
SE8902WRRU80784544437204,32318.21,Sweden,Online purchase,361,2025-03-06 05:05:00,SEK,SE8902ASFC38684084271407,Sweden
SE8902CFVV30512683866714,9138.00,Sweden,Mobile recharge,362,2025-04-05 03:00:00,SEK,SE8902ZWKS28095257338274,Sweden
SE8902YFAI41572077231677,665.74,Sweden,Loan repayment,363,2025-01-23 21:21:00,SEK,SE8902JTME09227824695264,Sweden
SE8902MKFC17006139746737,26790.37,Sweden,Loan repayment,364,2025-02-25 13:51:00,SEK,SE8902LVSQ11356198112962,Sweden
SE8902VAPD72818464374400,26302.68,Sweden,Payment for invoice #1659,365,2025-04-25 19:40:00,SEK,SE8902FALW17606613401607,Sweden
SE8902CFEY43701881421531,8589.95,Sweden,Insurance payout,366,2025-02-07 03:45:00,SEK,SE8902WOTL92806947118912,Sweden
SE8902PLBL16144667744762,23166.90,Sweden,Unknown,367,2025-04-19 07:00:00,SEK,SE8902MISM30510735597086,Sweden
SE8902SPLV55493875690484,22501.79,Sweden,Reimbursement for travel,368,2025-03-17 03:59:00,SEK,SE8902TEYP63912424658963,Sweden
SE8902LUYC21483942556730,35239.03,Sweden,Gift to family member,369,2025-05-01 04:17:00,SEK,SE8902FEOU83301563734443,Sweden
SE8902QILJ09667839424264,15643.22,Sweden,Online purchase,370,2025-03-10 02:22:00,SEK,SE8902JFLG01724285840236,Sweden
SE8902ECCJ86383227351359,4138.08,Sweden,Freelance project payment,371,2025-05-04 06:05:00,SEK,SE8902UTKP18439002370878,Sweden
SE8902IDDI95912852862700,18653.36,Sweden,Freelance project payment,372,2025-01-24 13:39:00,SEK,SE8902ALWE64418794375241,Sweden
SE8902MPWG51569045484865,35926.75,Sweden,Reimbursement for travel,373,2025-04-14 12:45:00,SEK,SE8902VULP28317370301184,Sweden
SE8902OILP02531246077432,14570.70,Sweden,Gift to family member,374,2025-05-04 22:23:00,SEK,SE8902LDPN73303918695424,Sweden
SE8902TTXT03943566438167,37028.28,Sweden,Salary payment,375,2025-05-12 10:45:00,SEK,SE8902PUTI27368119946710,Sweden
SE8902FPRI18674591891178,6987.55,Sweden,Online purchase,376,2025-03-13 00:56:00,SEK,SE8902DDDT67161166312580,Sweden
SE8902KWBD56921885506215,14763.83,Sweden,Tax refund,377,2025-02-06 21:32:00,SEK,SE8902XFGN05965642065136,Sweden
SE8902OTGT26923733226539,25724.45,Sweden,Freelance project payment,378,2025-02-11 09:55:00,SEK,SE8902TMAZ51468626641221,Sweden
SE8902EPQO36893099676290,40151.38,Sweden,Mobile recharge,379,2025-03-09 01:15:00,SEK,SE8902MOYL96215082468431,Sweden
SE8902YBPA06747616365238,7659.77,Sweden,Payment for invoice #1278,380,2025-02-08 12:39:00,SEK,SE8902PVDU32397262267370,Sweden
SE8902MKGL15508437601995,798.00,Sweden,Tax refund,381,2025-05-14 11:12:00,SEK,SE8902TVXK53170573534289,Sweden
